Image File,Empty Spots,Filled Spots,Total Spots Detected
2012-09-20_11_34_28_jpg.rf.f38841fc84a4092ca19d7e1897800d1c.jpg,20,85,105
2012-09-20_12_09_30_jpg.rf.b63174db1e28478afd8a2be14d8cafdc.jpg,42,58,100
2012-09-20_12_19_30_jpg.rf.013d9e66035d6cf90fa61121ac4a9ee6.jpg,48,53,101
2012-09-20_13_29_33_jpg.rf.40ba553d26f595aa7126b4ffc3925316.jpg,53,50,103
2012-09-20_13_34_33_jpg.rf.d9b8524a33c00953b89aa0c204f126a2.jpg,52,50,102
2012-09-20_13_54_34_jpg.rf.c61a84cc2e3c0d40220d0420a6c389ae.jpg,46,60,106
2012-09-20_14_44_36_jpg.rf.0757a407deb85b39f1b173d026132cdc.jpg,29,73,102
2012-09-20_14_54_37_jpg.rf.68b46829443b2e8700887abf6a4eeca3.jpg,27,75,102
2012-09-20_15_29_38_jpg.rf.5cd5a5a4f00ef10357131262842f3f81.jpg,27,77,104
2012-09-20_16_19_40_jpg.rf.06c494afae1ccfdf1efa641efbcc0af5.jpg,22,81,103
2012-09-20_17_09_42_jpg.rf.f93f71df784cfed12787920e237d3ab7.jpg,21,79,100
2012-09-20_17_14_42_jpg.rf.56aff3ae46d087e679b85e22277aa1f2.jpg,22,79,101
2012-09-20_18_04_44_jpg.rf.45c646cd1437f1448fb5ce0a0e61171d.jpg,32,69,101
2012-09-20_18_14_45_jpg.rf.58c68aa5219ae151fc16d8ef0c39f82a.jpg,23,77,100
2012-09-21_06_10_10_jpg.rf.e095bb264ee6d1b50dd8d9a223f6de79.jpg,99,1,100
2012-09-21_06_45_12_jpg.rf.ed69516da716eeebf708e7bc31da058f.jpg,97,3,100
2012-09-21_07_10_13_jpg.rf.c6f36d714773c2b93087528e1bf104ef.jpg,93,7,100
2012-09-21_07_30_14_jpg.rf.50f72214170952da52817081c8ab18ad.jpg,83,18,101
2012-09-21_07_40_14_jpg.rf.b887784f70027be0673aae9298a6dd33.jpg,55,48,103
2012-09-21_07_50_15_jpg.rf.dfde88b185e259ceb7e6f98cceb181f0.jpg,36,64,100
2012-09-21_07_55_15_jpg.rf.b718d6d28d38a0dbd32ddf4ddb9a7996.jpg,28,72,100
2012-09-21_08_00_15_jpg.rf.25ddfd0546ea15ce743f7bcc26b79267.jpg,21,79,100
2012-09-21_08_20_16_jpg.rf.4a9e64f404ff7491fda8d76c6cbbeb2c.jpg,11,89,100
2012-09-21_08_25_16_jpg.rf.67069962542a1e9d28b1e61cbcb190b6.jpg,11,89,100
2012-09-21_08_30_16_jpg.rf.3b86ae828c692e5ff61a18a5c1caae7b.jpg,10,91,101
2012-09-21_08_35_16_jpg.rf.8241acc30fc733ef3e2850a172076dc8.jpg,10,90,100
2012-09-21_08_55_17_jpg.rf.fac4063d4dd79ec2576dcd306ca6f1d9.jpg,9,91,100
2012-09-21_09_10_18_jpg.rf.330bad4e21a1847c92af4ea3b8ef4c74.jpg,9,91,100
2012-09-21_09_35_19_jpg.rf.b94800aa1f824ed65039570bf5887052.jpg,9,92,101
2012-09-21_09_45_19_jpg.rf.37e10a1a1a14454c35089ab2733afd58.jpg,10,91,101
2012-09-21_09_55_20_jpg.rf.16163fb512ad085a2a0f948428ead845.jpg,9,92,101
2012-09-21_10_20_21_jpg.rf.57715d5e81aa4cfd0e87a8154d0ec801.jpg,9,92,101
2012-09-21_10_25_21_jpg.rf.0e3f5d565c4ad2cb25c9c6414212a6b8.jpg,10,90,100
2012-09-21_10_45_22_jpg.rf.ea4329dbbe55d839ea5bbaf6f54e4882.jpg,7,94,101
2012-09-21_11_00_23_jpg.rf.6becfe476679089d1e1d6340e2c42f06.jpg,8,94,102
2012-09-21_11_50_25_jpg.rf.c4f290916db632b1ba688cb17a5f3da6.jpg,25,75,100
2012-09-21_13_20_28_jpg.rf.35993fdc746cd6a0e19b77597be53366.jpg,60,40,100
2012-09-21_13_35_29_jpg.rf.df82be43dd22956b5eec84990a105a58.jpg,57,45,102
2012-09-21_14_05_30_jpg.rf.dd0d80a1028bcf9d24718030f89ea82a.jpg,40,60,100
2012-09-21_14_45_32_jpg.rf.337dc13daefa67666252ae63f45b4bbb.jpg,32,68,100
2012-09-21_14_50_32_jpg.rf.cd0423f57f447f2b35ea0eecda94f622.jpg,31,69,100
2012-09-21_15_05_33_jpg.rf.389a2510b916c865b35c16e64a9c1dad.jpg,33,67,100
2012-09-21_15_30_34_jpg.rf.db69a815b66773a30e81a4d72a043b0e.jpg,33,68,101
2012-09-21_15_50_35_jpg.rf.c37a58735696a25b15ef7fcfcb00f88b.jpg,36,66,102
2012-09-21_16_10_36_jpg.rf.4980ad4d6e7ad3a9c2b497c6539e772b.jpg,36,65,101
2012-09-28_06_35_59_jpg.rf.e0ae7951eea5d19b1218974d3674bf06.jpg,98,2,100
2012-09-28_06_50_59_jpg.rf.1cbb9f3ceb379cd16eba8e598863f620.jpg,98,3,101
2012-09-28_07_31_01_jpg.rf.30547431b32f00e11844d49d87356668.jpg,75,25,100
2012-09-28_08_06_02_jpg.rf.5cbf805d4d899f763c5ffe6f3bd0e948.jpg,27,73,100
2012-09-28_08_16_03_jpg.rf.2edac9f134a658f3201c054c83974373.jpg,20,81,101
2012-09-28_09_21_06_jpg.rf.3c95068aa1a536688e1e8b8282fa313b.jpg,5,95,100
2012-09-28_09_31_07_jpg.rf.d5c15b00e9e311de7f4b5ea296229158.jpg,3,97,100
2012-09-28_10_01_08_jpg.rf.e02d88fccc5bd5f4f5a8439a8f3634ae.jpg,4,96,100
